generated_at,snapshot_id,snapshot_date,participant_rows,task_eligible_participants,potential_participants,calendly_assignment_rows,calendly_2026_same_age_assignments,calendly_2026_previous_age_fallbacks,calendly_2025_fallbacks,calendly_assignment_qc_rows,task_eligible_unassigned,task_rows
2026-09-21 09:09:39 EDT,2026-09-21_090939,2026-09-21,1784,1145,538,446,430,11,2,470,702,5202
