generated_at,snapshot_id,snapshot_date,participant_rows,task_eligible_participants,potential_participants,calendly_assignment_rows,calendly_2026_same_age_assignments,calendly_2026_previous_age_fallbacks,calendly_invitee_fallbacks,calendly_2025_fallbacks,calendly_assignment_qc_rows,calendly_invitee_child_name_matches,calendly_invitee_mother_name_matches,calendly_invitee_alternate_name_matches,calendly_invitee_email_matches,calendly_invitee_participant_name_matches,calendly_ambiguous_contact_name_rows,task_eligible_unassigned,task_rows
2026-09-23 23:48:50 EDT,2026-09-23_234850,2026-09-23,1793,1145,547,759,438,6,102,2,51,89,10,0,321,0,31,597,5202
